image_name,BoxesString
009802_1.png,90 64 106 80
009511_1.png,55 8 66 19
008635_1.png,85 40 100 55
004899_1.png,110 70 126 88
003328_1.png,53 3 66 17
007344_1.png,45 67 59 82
009629_1.png,26 85 45 105
006772_1.png,5 14 24 34
008192_1.png,39 112 51 124
004748_1.png,82 48 102 64
005877_1.png,90 82 101 93
009764_1.png,102 93 113 103
001799_1.png,23 7 33 17
006330_1.png,77 79 91 93
006413_1.png,92 109 109 127
003941_1.png,109 112 122 124
006564_1.png,25 59 42 74
003100_1.png,66 89 76 99
001679_1.png,110 45 126 64
004669_1.png,112 92 124 103
006546_1.png,88 19 103 31
005685_1.png,15 65 25 76
004610_1.png,3 96 17 110
006317_1.png,51 71 61 81
007613_1.png,11 1 27 19
006290_1.png,110 64 126 79
005654_1.png,50 112 62 124
009809_1.png,2 22 18 38
000597_1.png,95 51 110 67
001411_1.png,29 105 41 115
007552_1.png,21 2 36 18
007057_1.png,42 41 53 55
009504_1.png,18 5 32 19
000192_1.png,85 34 95 45
004533_1.png,78 113 90 123
006102_1.png,46 46 57 58
009051_1.png,7 33 19 44
008673_1.png,80 35 96 55
009681_1.png,88 65 103 79
007491_1.png,20 59 30 69
003502_1.png,31 15 43 26
000877_1.png,9 16 25 36
005013_1.png,18 112 29 124
005287_1.png,62 35 72 46
003966_1.png,106 94 122 111
001072_1.png,13 45 24 57
005647_1.png,48 35 60 47
008187_1.png,70 20 84 34
001790_1.png,90 18 103 31
003626_1.png,49 49 64 63
003872_1.png,81 5 98 21
001740_1.png,62 79 80 93
002680_1.png,4 94 16 105
007597_1.png,99 44 114 61
006025_1.png,32 76 42 87
007517_1.png,105 19 116 29
009342_1.png,87 22 104 40
000133_1.png,105 19 116 30
003357_1.png,73 30 94 51
001500_1.png,1 109 19 127
005215_1.png,45 53 55 64
004549_1.png,82 109 98 127
002683_1.png,58 68 73 82
006137_1.png,42 94 53 106
001905_1.png,2 74 19 89
006642_1.png,96 92 108 104
004365_1.png,42 113 53 124
008261_1.png,25 104 35 114
009833_1.png,1 110 20 126
001649_1.png,36 32 46 42
008438_1.png,111 101 125 117
004995_1.png,38 73 50 85
003102_1.png,39 50 50 61
003988_1.png,11 85 25 102
003238_1.png,16 92 34 112
007021_1.png,38 74 56 89
001993_1.png,96 6 107 17
001882_1.png,70 44 85 57
007820_1.png,11 14 21 24
004090_1.png,11 20 26 32
003304_1.png,59 11 73 25
003609_1.png,61 1 76 19
007375_1.png,16 5 36 25
000072_1.png,53 113 64 123
001211_1.png,55 62 68 75
001366_1.png,34 76 51 94
006070_1.png,29 57 45 70
008944_1.png,5 1 21 19
009966_1.png,99 6 115 22;81 22 91 32;50 96 66 110
003726_1.png,65 82 80 96
007404_1.png,64 77 80 93
005356_1.png,21 60 31 70
006121_1.png,12 61 24 73
006402_1.png,104 3 118 17
004709_1.png,26 34 39 47
007518_1.png,71 3 84 17
000793_1.png,89 63 105 81
002154_1.png,38 26 50 39
000833_1.png,61 74 76 89
007911_1.png,64 57 84 75
000033_1.png,0 31 20 49
007993_1.png,23 43 40 59
003449_1.png,8 112 19 123
007694_1.png,49 80 60 91
005581_1.png,59 20 72 33
008006_1.png,3 19 17 34
000780_1.png,61 10 77 25
008087_1.png,71 111 85 125
002427_1.png,50 64 60 74
008267_1.png,82 54 98 72
004635_1.png,107 25 117 35
002648_1.png,60 12 75 27
004620_1.png,38 112 50 124
006357_1.png,3 51 17 65
004153_1.png,70 107 83 120
006111_1.png,5 69 19 83
007147_1.png,78 18 99 36
002881_1.png,113 18 123 29
008129_1.png,5 113 15 123
002727_1.png,59 0 81 22
007459_1.png,32 86 44 97
005415_1.png,8 56 26 74
000466_1.png,13 21 23 31
007617_1.png,46 94 63 109
004693_1.png,50 109 60 119
001913_1.png,107 107 119 121
008692_1.png,61 26 75 40
009854_1.png,96 85 109 97
009216_1.png,55 49 66 60
002896_1.png,64 59 76 73
003871_1.png,10 74 21 85
004070_1.png,46 45 59 58
008062_1.png,21 108 38 124
005755_1.png,34 43 45 53
005981_1.png,53 63 70 81
007254_1.png,6 2 22 18
002744_1.png,108 12 128 27
005387_1.png,71 28 81 38
002459_1.png,18 80 28 90
001641_1.png,112 85 124 96
008620_1.png,18 33 34 48
002542_1.png,112 104 124 117
002371_1.png,50 105 67 124
003076_1.png,42 49 53 60
004481_1.png,15 50 33 64
007945_1.png,49 4 60 16
000731_1.png,46 111 57 125
008537_1.png,45 31 60 48
007859_1.png,62 5 77 20
003741_1.png,83 16 102 36
008155_1.png,5 13 16 24
004556_1.png,104 31 114 41
002690_1.png,54 111 66 122
007870_1.png,10 12 24 25
006964_1.png,8 93 25 111
005064_1.png,52 106 68 122
003674_1.png,35 58 51 71
006024_1.png,102 48 118 64
002036_1.png,69 112 81 124
000728_1.png,57 27 67 38
006496_1.png,48 112 61 124
008511_1.png,34 96 47 109
003329_1.png,103 5 113 15
007278_1.png,18 58 31 71
001067_1.png,53 13 64 24
000022_1.png,113 37 123 47
002811_1.png,12 74 26 89
001738_1.png,101 91 117 109
007055_1.png,34 16 46 28
007415_1.png,79 45 93 59
001021_1.png,88 67 102 81
001333_1.png,70 104 80 114
006525_1.png,53 80 72 99
006204_1.png,66 63 84 82
002915_1.png,14 110 31 126
003908_1.png,109 15 127 33
008596_1.png,2 58 18 71
005565_1.png,106 1 123 19
000499_1.png,73 5 83 15
003860_1.png,5 35 19 49
002165_1.png,18 108 28 118
006214_1.png,75 50 90 68
003895_1.png,26 14 45 32
007685_1.png,112 62 123 73
002826_1.png,80 57 99 77
008078_1.png,69 69 83 83
002799_1.png,100 13 116 28
001841_1.png,101 62 115 75
003164_1.png,109 36 119 47
000060_1.png,109 50 124 70
006049_1.png,24 113 34 123
004158_1.png,5 75 23 90
008428_1.png,94 5 114 24
006548_1.png,3 73 17 88
004343_1.png,15 48 26 59
002812_1.png,49 52 68 69
006737_1.png,44 102 60 116
000668_1.png,88 112 100 124
009961_1.png,4 11 16 27;70 35 80 47;57 121 67 128
006466_1.png,3 34 21 47
003495_1.png,15 0 33 20
000850_1.png,62 111 75 125
008521_1.png,19 65 37 83
001692_1.png,52 17 68 34
001066_1.png,80 49 99 68
005421_1.png,112 38 124 48
006095_1.png,59 12 78 31
005499_1.png,55 4 69 16
008416_1.png,71 105 84 118
002958_1.png,79 28 89 38
002895_1.png,2 105 18 123
002308_1.png,85 57 102 71
003080_1.png,63 31 75 44
000301_1.png,109 20 127 36
006533_1.png,56 98 68 110
006147_1.png,30 112 40 122
003684_1.png,17 56 30 69
004002_1.png,113 97 123 109
006857_1.png,35 27 51 43
002566_1.png,94 92 107 105
001533_1.png,86 28 97 41
004953_1.png,1 18 19 37
002739_1.png,26 109 37 120
007201_1.png,88 38 101 53
005362_1.png,61 76 75 89
009779_1.png,91 60 102 71
000081_1.png,9 94 25 108
003905_1.png,51 67 69 82
008696_1.png,103 36 122 50
003387_1.png,21 111 36 125
009386_1.png,35 18 53 37
006636_1.png,113 5 123 15
004640_1.png,105 4 115 16
006749_1.png,72 21 84 33
003461_1.png,88 14 102 30
001238_1.png,14 48 29 62
004221_1.png,9 70 19 80
008239_1.png,99 108 109 118
005186_1.png,109 102 127 119
005800_1.png,43 2 59 19
005951_1.png,109 107 127 121
000356_1.png,84 110 100 126
004788_1.png,33 110 53 126
006925_1.png,5 80 17 93
003971_1.png,17 106 31 119
007200_1.png,3 35 17 48
009457_1.png,41 3 57 17
004977_1.png,69 44 81 54
002928_1.png,70 25 83 39
003913_1.png,18 48 39 68
005082_1.png,109 6 127 23
009669_1.png,69 46 80 57
000227_1.png,3 109 21 127
005510_1.png,59 37 76 52
003257_1.png,35 21 52 39
001764_1.png,46 8 62 24
007097_1.png,112 108 124 120
008808_1.png,60 61 77 78
007907_1.png,85 37 98 52
009194_1.png,38 36 54 51
009535_1.png,59 45 69 55
001819_1.png,25 80 40 96
009459_1.png,43 15 53 25
003834_1.png,19 19 34 35
004816_1.png,20 35 33 47
001974_1.png,31 31 41 42
008180_1.png,34 113 44 123
002398_1.png,46 102 60 119
008911_1.png,112 92 124 104
002901_1.png,97 94 113 110
001268_1.png,105 71 116 82
006473_1.png,64 37 84 54
005241_1.png,39 4 51 16
003956_1.png,42 36 54 50
005600_1.png,91 112 103 123
000058_1.png,63 83 79 98
005871_1.png,75 11 86 23
008687_1.png,101 78 113 91
004323_1.png,36 106 46 116
009536_1.png,28 43 40 55
008166_1.png,102 74 117 90
001998_1.png,69 43 80 54
008426_1.png,88 12 105 29
006787_1.png,4 111 16 125
006641_1.png,113 104 123 115
006335_1.png,59 64 72 79
006702_1.png,46 50 63 67
000121_1.png,98 35 113 52
008585_1.png,95 25 107 36
006369_1.png,71 97 87 113
003016_1.png,5 113 15 123
001919_1.png,62 46 78 64
003775_1.png,42 35 56 53
001847_1.png,11 112 24 124
004589_1.png,64 101 85 117
007032_1.png,55 13 75 32
007812_1.png,87 76 102 92
001507_1.png,57 7 67 18
003251_1.png,89 83 101 94
000887_1.png,28 3 42 17
005797_1.png,73 35 86 48
004426_1.png,60 106 76 122
006646_1.png,49 27 60 39
000112_1.png,25 8 38 22
005889_1.png,112 102 124 114
008281_1.png,50 26 64 40
005043_1.png,82 60 93 71
005292_1.png,3 35 17 50
009567_1.png,17 43 38 63
001597_1.png,111 24 125 38
009875_1.png,3 24 17 38
002414_1.png,14 42 31 61
007581_1.png,83 6 100 21
004491_1.png,45 72 58 84
007939_1.png,48 9 66 27
002071_1.png,108 13 125 32
004686_1.png,106 96 119 110
004208_1.png,13 4 25 19
004415_1.png,15 111 26 124
007893_1.png,58 55 73 68
001855_1.png,112 104 124 118
006592_1.png,54 94 69 110
009595_1.png,23 57 39 76
004717_1.png,105 65 118 78
009141_1.png,80 110 95 124
004785_1.png,96 41 106 51
006709_1.png,4 30 16 41
003022_1.png,42 95 59 113
000636_1.png,100 89 112 101
003655_1.png,75 48 88 60
008310_1.png,78 100 95 117
007591_1.png,19 81 38 96
005265_1.png,30 101 42 113
009086_1.png,47 22 60 34
000664_1.png,80 38 96 52
008621_1.png,25 92 42 109
009888_1.png,9 37 21 48
003064_1.png,100 49 114 63
008559_1.png,17 5 27 15
005626_1.png,58 25 69 35
007978_1.png,91 39 106 54
004726_1.png,61 61 81 80
009521_1.png,8 4 20 16
002872_1.png,91 41 107 57
003479_1.png,1 24 19 43
007767_1.png,65 30 76 43
002283_1.png,18 97 32 115
005465_1.png,33 3 48 17
007668_1.png,112 69 124 81
009572_1.png,9 40 21 52
008714_1.png,16 3 30 17
007488_1.png,64 19 76 30
003388_1.png,36 112 48 124
003766_1.png,37 42 50 54
005379_1.png,66 5 76 15
001453_1.png,19 111 34 124
004364_1.png,62 2 78 18
005917_1.png,104 75 114 85
000539_1.png,106 102 124 120
003379_1.png,75 5 85 15
008982_1.png,109 74 127 91
002438_1.png,94 111 106 125
009390_1.png,86 97 102 111
007574_1.png,107 30 121 45
002640_1.png,2 24 18 37
005146_1.png,10 2 25 18
004210_1.png,112 72 124 82
001712_1.png,11 100 22 111
003197_1.png,74 104 85 115
005230_1.png,102 67 118 81
008381_1.png,113 5 123 15
004260_1.png,113 53 123 63
008107_1.png,55 25 71 40
009232_1.png,1 75 19 93
002635_1.png,109 93 126 108
005931_1.png,25 4 40 17
007253_1.png,96 37 113 54
007735_1.png,71 0 88 20
003600_1.png,69 108 86 127
009201_1.png,3 18 17 35
005130_1.png,61 7 74 20
007121_1.png,106 77 117 88
001558_1.png,14 107 24 118
002865_1.png,44 46 61 61
009468_1.png,31 70 42 81
003031_1.png,4 89 17 102
006331_1.png,3 3 17 17
007877_1.png,103 98 116 112
001128_1.png,108 25 119 37
008968_1.png,92 50 105 63
005542_1.png,40 71 55 86
006023_1.png,7 91 21 104
008837_1.png,23 50 40 69
001683_1.png,55 99 71 115
009480_1.png,25 91 39 104
009617_1.png,9 82 22 95
007640_1.png,35 110 54 126
007002_1.png,1 18 19 33
002841_1.png,4 76 16 88
004134_1.png,81 113 92 123
007810_1.png,75 31 87 41
000830_1.png,22 13 32 24
006002_1.png,67 48 85 68
004396_1.png,113 67 123 78
008156_1.png,105 22 127 44
005557_1.png,4 3 17 17
003234_1.png,41 25 53 38
002700_1.png,6 13 19 25
003218_1.png,108 102 128 121
008843_1.png,12 16 22 26
009460_1.png,39 50 49 60
000014_1.png,86 104 104 121
009505_1.png,39 2 51 18
000181_1.png,62 33 75 47
002365_1.png,75 80 89 95
004580_1.png,103 38 121 51
001787_1.png,89 37 105 52
009252_1.png,24 101 34 111
002751_1.png,6 59 20 74
003690_1.png,106 91 120 104
002326_1.png,48 109 64 126
005528_1.png,90 109 111 127
001414_1.png,74 29 90 42
005987_1.png,107 40 125 59
009144_1.png,109 95 122 108
000660_1.png,25 22 41 38
006410_1.png,9 51 23 65
004718_1.png,112 64 123 75
009455_1.png,9 74 21 86
009806_1.png,103 71 118 85
007364_1.png,55 78 65 88
007919_1.png,24 42 40 58
002693_1.png,30 37 41 50
006392_1.png,16 15 31 30
006819_1.png,27 7 41 22
000555_1.png,52 44 66 55
001291_1.png,39 27 57 45
005497_1.png,100 63 116 78
009841_1.png,21 109 32 121
009962_1.png,17 2 29 16;116 34 128 44;107 72 117 82
001910_1.png,22 30 42 49
007761_1.png,98 7 113 22
000343_1.png,99 54 111 66
004144_1.png,97 8 108 18
003263_1.png,5 113 15 123
009319_1.png,54 109 68 127
004696_1.png,82 94 98 110
007238_1.png,38 97 54 110
002735_1.png,91 32 112 49
000985_1.png,108 93 123 108
006527_1.png,83 76 100 92
009899_1.png,20 109 30 120
001758_1.png,106 113 116 123
008668_1.png,46 47 60 61
005065_1.png,6 3 23 17
007972_1.png,39 88 55 104
004297_1.png,11 70 22 80
009125_1.png,24 102 36 114
004639_1.png,7 84 24 104
002632_1.png,19 51 29 61
004036_1.png,101 19 112 30
008863_1.png,79 5 90 15
005350_1.png,4 98 16 109
006138_1.png,42 12 52 22
000258_1.png,75 3 88 17
009352_1.png,5 56 15 66
004684_1.png,109 107 119 117
006596_1.png,113 113 123 123
006806_1.png,10 19 24 34
000774_1.png,21 0 41 20
001133_1.png,37 98 53 113
002386_1.png,16 78 27 89
006666_1.png,112 106 124 118
000776_1.png,4 34 19 49
002571_1.png,64 100 74 110
008226_1.png,77 35 90 49
009359_1.png,95 100 111 113
002947_1.png,59 110 74 126
009253_1.png,18 74 33 95
009889_1.png,98 82 110 94
009696_1.png,73 48 89 65
001750_1.png,5 104 22 118
007454_1.png,102 53 113 64
002943_1.png,104 106 116 119
001554_1.png,112 69 124 81
007831_1.png,10 112 22 124
003471_1.png,38 10 49 22
009458_1.png,95 37 117 58
008654_1.png,10 112 22 124
005332_1.png,23 29 42 46
003662_1.png,7 107 17 117
004766_1.png,31 5 46 22
008540_1.png,91 52 105 67
006371_1.png,35 100 53 119
007748_1.png,8 84 19 95
008703_1.png,112 5 124 15
000765_1.png,108 96 128 115
005178_1.png,108 0 128 20
002899_1.png,107 82 123 97
001073_1.png,63 14 76 29
008056_1.png,48 64 68 81
003349_1.png,104 62 116 76
003353_1.png,10 19 27 34
005697_1.png,24 72 39 87
004292_1.png,26 38 41 53
006045_1.png,29 108 40 118
009367_1.png,98 84 110 96
000157_1.png,102 11 117 28
004244_1.png,31 3 44 17
008497_1.png,84 4 97 16
007482_1.png,14 71 26 84
007262_1.png,51 106 65 118
005286_1.png,2 110 19 126
006607_1.png,65 76 79 90
002440_1.png,83 3 96 17
004667_1.png,112 66 124 77
001581_1.png,104 96 114 107
001718_1.png,63 99 74 110
001053_1.png,43 43 58 61
008558_1.png,4 37 16 48
003338_1.png,85 9 100 22
005496_1.png,75 14 89 29
009225_1.png,67 111 79 122
001950_1.png,112 4 124 16
002886_1.png,5 50 15 60
009818_1.png,108 40 128 57
009018_1.png,7 84 27 105
004275_1.png,71 62 87 77
001865_1.png,43 1 61 19
007293_1.png,84 28 105 49
004400_1.png,27 112 38 124
009289_1.png,74 15 89 28
006945_1.png,111 18 125 30
002411_1.png,67 104 84 121
007440_1.png,37 42 48 52
004451_1.png,67 9 85 26
008410_1.png,3 72 17 87
000128_1.png,9 45 24 57
006136_1.png,56 21 68 32
002241_1.png,30 96 43 110
004075_1.png,68 91 84 106
006266_1.png,3 4 17 17
000994_1.png,80 108 93 122
000611_1.png,70 73 83 85
001543_1.png,98 60 109 72
006293_1.png,16 26 33 43
000153_1.png,86 110 102 126
009867_1.png,5 108 15 118
002814_1.png,67 46 85 66
000334_1.png,105 85 119 98
005259_1.png,111 6 125 26
002206_1.png,72 105 88 125
009229_1.png,44 44 54 54
005103_1.png,43 61 61 77
005632_1.png,11 107 27 124
006359_1.png,65 110 80 126
004463_1.png,89 70 103 83
000236_1.png,31 62 50 81
001736_1.png,33 5 44 15
000221_1.png,65 32 78 46
005357_1.png,35 106 48 119
002060_1.png,21 3 36 19
003366_1.png,99 54 112 70
001077_1.png,7 99 17 110
005501_1.png,53 49 66 62
002491_1.png,112 100 124 111
007020_1.png,83 65 98 79
006939_1.png,14 42 26 53
009651_1.png,5 43 15 54
000738_1.png,34 3 47 17
009167_1.png,4 56 16 67
002146_1.png,7 37 21 51
001457_1.png,41 6 51 16
006126_1.png,110 28 126 41
003279_1.png,54 112 65 123
009683_1.png,22 90 42 111
001444_1.png,11 32 23 44
004279_1.png,75 65 87 77
004118_1.png,16 2 31 18
009003_1.png,76 32 88 44
004942_1.png,28 20 40 33
001931_1.png,113 79 123 89
006196_1.png,72 1 93 19
009815_1.png,40 21 52 35
008396_1.png,103 19 118 37
002807_1.png,88 108 101 121
000548_1.png,52 45 64 56
005182_1.png,103 54 116 68
002820_1.png,104 1 122 19
002364_1.png,26 65 41 80
004843_1.png,54 12 68 28
004202_1.png,84 68 101 84
006118_1.png,84 59 94 70
009297_1.png,45 18 59 32
006289_1.png,3 79 17 92
005018_1.png,19 60 29 71
006613_1.png,100 31 115 47
008429_1.png,111 35 124 47
004779_1.png,74 15 84 25
008276_1.png,75 14 87 25
008244_1.png,3 104 17 117
005730_1.png,5 94 15 104
007607_1.png,107 96 121 108
002243_1.png,81 28 92 39
005457_1.png,2 103 18 118
000234_1.png,4 15 18 29
004204_1.png,53 6 70 26
001987_1.png,20 110 36 126
000834_1.png,69 72 84 89
005088_1.png,113 113 123 123
006343_1.png,86 81 105 99
009938_1.png,109 52 119 62;9 70 21 82;115 78 127 94
003893_1.png,78 108 96 128
008197_1.png,52 58 62 68
003584_1.png,45 91 60 106
007822_1.png,1 85 19 102
004544_1.png,44 9 57 22
004290_1.png,107 49 121 61
000991_1.png,73 109 85 121
007315_1.png,45 17 60 32
003268_1.png,67 58 79 71
002821_1.png,60 41 73 58
009646_1.png,60 33 71 43
006891_1.png,15 95 30 111
003602_1.png,35 33 47 45
001743_1.png,10 43 27 59
002615_1.png,111 42 125 56
000108_1.png,111 98 125 117
002035_1.png,19 16 33 30
008325_1.png,111 68 125 82
004559_1.png,65 40 75 50
009819_1.png,95 51 111 66
009100_1.png,82 61 99 78
000099_1.png,26 84 39 96
006974_1.png,61 36 72 48
008126_1.png,4 5 16 15
006536_1.png,95 83 109 98
007634_1.png,63 87 75 97
008379_1.png,80 41 91 53
009173_1.png,98 17 118 32
003476_1.png,92 94 105 106
006604_1.png,91 73 101 83
001902_1.png,19 23 34 41
007433_1.png,40 81 51 92
001895_1.png,17 104 33 120
008817_1.png,28 66 44 79
007397_1.png,30 68 49 84
007265_1.png,32 19 44 31
003917_1.png,26 70 43 86
006760_1.png,94 46 110 62
003166_1.png,46 74 62 90
006486_1.png,94 72 114 92
007832_1.png,30 64 40 74
003489_1.png,109 0 125 20
009215_1.png,77 2 90 18
009376_1.png,20 21 38 39
007548_1.png,58 44 73 62
